n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
393,formula_divisible_by_3,131,786,786,True,,,,1,1,9,9,33,33,393
394,formula_even,197,394,394,True,,,,2,2,10,10,34,34,394
395,formula_3_mod_4,99,78210,78210,True,,,,3,3,11,11,35,35,395
396,formula_even,198,396,396,True,,,,0,4,0,12,36,36,396
397,general_key_d_3,100,79400,15880,True,3,2,10,1,5,1,13,37,37,397
398,formula_even,199,398,398,True,,,,2,6,2,14,38,38,398
399,formula_divisible_by_3,133,798,798,True,,,,3,7,3,15,39,39,399
400,formula_even,200,400,400,True,,,,0,0,4,16,40,40,400
401,general_key_d_7,102,40902,6817,True,7,4,24,1,1,5,17,41,41,401
402,formula_even,201,402,402,True,,,,2,2,6,18,42,42,402
403,formula_3_mod_4,101,81406,81406,True,,,,3,3,7,19,43,43,403
404,formula_even,202,404,404,True,,,,0,4,8,20,44,44,404
405,formula_divisible_by_3,135,810,810,True,,,,1,5,9,21,45,45,405
406,formula_even,203,406,406,True,,,,2,6,10,22,46,46,406
407,formula_3_mod_4,102,83028,83028,True,,,,3,7,11,23,47,47,407
408,formula_even,204,408,408,True,,,,0,0,0,0,48,48,408
409,general_key_d_7,104,85072,6544,True,7,2,26,1,1,1,1,49,49,409
410,formula_even,205,410,410,True,,,,2,2,2,2,50,50,410
411,formula_divisible_by_3,137,822,822,True,,,,3,3,3,3,51,51,411
412,formula_even,206,412,412,True,,,,0,4,4,4,52,52,412
413,general_key_d_3,104,42952,21476,True,3,4,8,1,5,5,5,53,53,413
414,formula_even,207,414,414,True,,,,2,6,6,6,54,54,414
415,formula_3_mod_4,104,86320,86320,True,,,,3,7,7,7,55,55,415
416,formula_even,208,416,416,True,,,,0,0,8,8,56,56,416
417,formula_divisible_by_3,139,834,834,True,,,,1,1,9,9,57,57,417
418,formula_even,209,418,418,True,,,,2,2,10,10,58,58,418
419,formula_3_mod_4,105,87990,87990,True,,,,3,3,11,11,59,59,419
420,formula_even,210,420,420,True,,,,0,4,0,12,0,60,420
421,general_key_d_3,106,44626,22313,True,3,4,8,1,5,1,13,1,61,421
422,formula_even,211,422,422,True,,,,2,6,2,14,2,62,422
423,formula_divisible_by_3,141,846,846,True,,,,3,7,3,15,3,63,423
424,formula_even,212,424,424,True,,,,0,0,4,16,4,64,424
425,general_key_d_3,107,90950,18190,True,3,2,10,1,1,5,17,5,65,425
426,formula_even,213,426,426,True,,,,2,2,6,18,6,66,426
427,formula_3_mod_4,107,91378,91378,True,,,,3,3,7,19,7,67,427
428,formula_even,214,428,428,True,,,,0,4,8,20,8,68,428
429,formula_divisible_by_3,143,858,858,True,,,,1,5,9,21,9,69,429
430,formula_even,215,430,430,True,,,,2,6,10,22,10,70,430
431,formula_3_mod_4,108,93096,93096,True,,,,3,7,11,23,11,71,431
432,formula_even,216,432,432,True,,,,0,0,0,0,12,72,432
433,general_key_d_7,110,23815,9526,True,7,8,20,1,1,1,1,13,73,433
434,formula_even,217,434,434,True,,,,2,2,2,2,14,74,434
435,formula_divisible_by_3,145,870,870,True,,,,3,3,3,3,15,75,435
436,formula_even,218,436,436,True,,,,0,4,4,4,16,76,436
437,general_key_d_3,110,192280,17480,True,3,1,11,1,5,5,5,17,77,437
438,formula_even,219,438,438,True,,,,2,6,6,6,18,78,438
439,formula_3_mod_4,110,96580,96580,True,,,,3,7,7,7,19,79,439
440,formula_even,220,440,440,True,,,,0,0,8,8,20,80,440
441,formula_divisible_by_3,147,882,882,True,,,,1,1,9,9,21,81,441
442,formula_even,221,442,442,True,,,,2,2,10,10,22,82,442
443,formula_3_mod_4,111,98346,98346,True,,,,3,3,11,11,23,83,443
444,formula_even,222,444,444,True,,,,0,4,0,12,24,84,444
445,general_key_d_3,112,99680,19936,True,3,2,10,1,5,1,13,25,85,445
446,formula_even,223,446,446,True,,,,2,6,2,14,26,86,446
447,formula_divisible_by_3,149,894,894,True,,,,3,7,3,15,27,87,447
448,formula_even,224,448,448,True,,,,0,0,4,16,28,88,448
449,general_key_d_7,114,51186,8531,True,7,4,24,1,1,5,17,29,89,449
450,formula_even,225,450,450,True,,,,2,2,6,18,30,90,450
451,formula_3_mod_4,113,101926,101926,True,,,,3,3,7,19,31,91,451
452,formula_even,226,452,452,True,,,,0,4,8,20,32,92,452
453,formula_divisible_by_3,151,906,906,True,,,,1,5,9,21,33,93,453
454,formula_even,227,454,454,True,,,,2,6,10,22,34,94,454
455,formula_3_mod_4,114,103740,103740,True,,,,3,7,11,23,35,95,455
456,formula_even,228,456,456,True,,,,0,0,0,0,36,96,456
457,general_key_d_3,115,105110,21022,True,3,2,10,1,1,1,1,37,97,457
458,formula_even,229,458,458,True,,,,2,2,2,2,38,98,458
459,formula_divisible_by_3,153,918,918,True,,,,3,3,3,3,39,99,459
460,formula_even,230,460,460,True,,,,0,4,4,4,40,100,460
461,general_key_d_3,116,53476,26738,True,3,4,8,1,5,5,5,41,101,461
462,formula_even,231,462,462,True,,,,2,6,6,6,42,102,462
463,formula_3_mod_4,116,107416,107416,True,,,,3,7,7,7,43,103,463
464,formula_even,232,464,464,True,,,,0,0,8,8,44,104,464
465,formula_divisible_by_3,155,930,930,True,,,,1,1,9,9,45,105,465
466,formula_even,233,466,466,True,,,,2,2,10,10,46,106,466
467,formula_3_mod_4,117,109278,109278,True,,,,3,3,11,11,47,107,467
468,formula_even,234,468,468,True,,,,0,4,0,12,48,108,468
469,general_key_d_3,118,55342,27671,True,3,4,8,1,5,1,13,49,109,469
470,formula_even,235,470,470,True,,,,2,6,2,14,50,110,470
471,formula_divisible_by_3,157,942,942,True,,,,3,7,3,15,51,111,471
472,formula_even,236,472,472,True,,,,0,0,4,16,52,112,472
473,general_key_d_3,119,225148,20468,True,3,1,11,1,1,5,17,53,113,473
474,formula_even,237,474,474,True,,,,2,2,6,18,54,114,474
475,formula_3_mod_4,119,113050,113050,True,,,,3,3,7,19,55,115,475
476,formula_even,238,476,476,True,,,,0,4,8,20,56,116,476
477,formula_divisible_by_3,159,954,954,True,,,,1,5,9,21,57,117,477
478,formula_even,239,478,478,True,,,,2,6,10,22,58,118,478
479,formula_3_mod_4,120,114960,114960,True,,,,3,7,11,23,59,119,479
480,formula_even,240,480,480,True,,,,0,0,0,0,0,0,480
481,general_key_d_3,121,232804,21164,True,3,1,11,1,1,1,1,1,1,481
482,formula_even,241,482,482,True,,,,2,2,2,2,2,2,482
483,formula_divisible_by_3,161,966,966,True,,,,3,3,3,3,3,3,483
484,formula_even,242,484,484,True,,,,0,4,4,4,4,4,484
485,general_key_d_3,122,118340,23668,True,3,2,10,1,5,5,5,5,5,485
486,formula_even,243,486,486,True,,,,2,6,6,6,6,6,486
487,formula_3_mod_4,122,118828,118828,True,,,,3,7,7,7,7,7,487
488,formula_even,244,488,488,True,,,,0,0,8,8,8,8,488
489,formula_divisible_by_3,163,978,978,True,,,,1,1,9,9,9,9,489
490,formula_even,245,490,490,True,,,,2,2,10,10,10,10,490
491,formula_3_mod_4,123,120786,120786,True,,,,3,3,11,11,11,11,491
492,formula_even,246,492,492,True,,,,0,4,0,12,12,12,492
493,general_key_d_3,124,61132,30566,True,3,4,8,1,5,1,13,13,13,493
494,formula_even,247,494,494,True,,,,2,6,2,14,14,14,494
495,formula_divisible_by_3,165,990,990,True,,,,3,7,3,15,15,15,495
496,formula_even,248,496,496,True,,,,0,0,4,16,16,16,496
497,general_key_d_3,125,124250,24850,True,3,2,10,1,1,5,17,17,17,497
498,formula_even,249,498,498,True,,,,2,2,6,18,18,18,498
499,formula_3_mod_4,125,124750,124750,True,,,,3,3,7,19,19,19,499
500,formula_even,250,500,500,True,,,,0,4,8,20,20,20,500
501,formula_divisible_by_3,167,1002,1002,True,,,,1,5,9,21,21,21,501
502,formula_even,251,502,502,True,,,,2,6,10,22,22,22,502
503,formula_3_mod_4,126,126756,126756,True,,,,3,7,11,23,23,23,503
504,formula_even,252,504,504,True,,,,0,0,0,0,24,24,504
505,general_key_d_3,127,128270,25654,True,3,2,10,1,1,1,1,25,25,505
506,formula_even,253,506,506,True,,,,2,2,2,2,26,26,506
507,formula_divisible_by_3,169,1014,1014,True,,,,3,3,3,3,27,27,507
508,formula_even,254,508,508,True,,,,0,4,4,4,28,28,508
509,general_key_d_3,128,65152,32576,True,3,4,8,1,5,5,5,29,29,509
510,formula_even,255,510,510,True,,,,2,6,6,6,30,30,510
511,formula_3_mod_4,128,130816,130816,True,,,,3,7,7,7,31,31,511
512,formula_even,256,512,512,True,,,,0,0,8,8,32,32,512
513,formula_divisible_by_3,171,1026,1026,True,,,,1,1,9,9,33,33,513
514,formula_even,257,514,514,True,,,,2,2,10,10,34,34,514
515,formula_3_mod_4,129,132870,132870,True,,,,3,3,11,11,35,35,515
516,formula_even,258,516,516,True,,,,0,4,0,12,36,36,516
517,general_key_d_3,130,268840,24440,True,3,1,11,1,5,1,13,37,37,517
518,formula_even,259,518,518,True,,,,2,6,2,14,38,38,518
519,formula_divisible_by_3,173,1038,1038,True,,,,3,7,3,15,39,39,519
520,formula_even,260,520,520,True,,,,0,0,4,16,40,40,520
521,general_key_d_7,132,68772,11462,True,7,4,24,1,1,5,17,41,41,521
522,formula_even,261,522,522,True,,,,2,2,6,18,42,42,522
523,formula_3_mod_4,131,137026,137026,True,,,,3,3,7,19,43,43,523
524,formula_even,262,524,524,True,,,,0,4,8,20,44,44,524
525,formula_divisible_by_3,175,1050,1050,True,,,,1,5,9,21,45,45,525
526,formula_even,263,526,526,True,,,,2,6,10,22,46,46,526
527,formula_3_mod_4,132,139128,139128,True,,,,3,7,11,23,47,47,527
528,formula_even,264,528,528,True,,,,0,0,0,0,48,48,528
529,general_key_d_23,138,12696,4232,True,23,23,69,1,1,1,1,49,49,529
530,formula_even,265,530,530,True,,,,2,2,2,2,50,50,530
531,formula_divisible_by_3,177,1062,1062,True,,,,3,3,3,3,51,51,531
532,formula_even,266,532,532,True,,,,0,4,4,4,52,52,532
533,general_key_d_3,134,71422,35711,True,3,4,8,1,5,5,5,53,53,533
534,formula_even,267,534,534,True,,,,2,6,6,6,54,54,534
535,formula_3_mod_4,134,143380,143380,True,,,,3,7,7,7,55,55,535
536,formula_even,268,536,536,True,,,,0,0,8,8,56,56,536
537,formula_divisible_by_3,179,1074,1074,True,,,,1,1,9,9,57,57,537
538,formula_even,269,538,538,True,,,,2,2,10,10,58,58,538
539,formula_3_mod_4,135,145530,145530,True,,,,3,3,11,11,59,59,539
540,formula_even,270,540,540,True,,,,0,4,0,12,0,60,540
541,general_key_d_3,136,73576,36788,True,3,4,8,1,5,1,13,1,61,541
542,formula_even,271,542,542,True,,,,2,6,2,14,2,62,542
543,formula_divisible_by_3,181,1086,1086,True,,,,3,7,3,15,3,63,543
544,formula_even,272,544,544,True,,,,0,0,4,16,4,64,544
545,general_key_d_3,137,149330,29866,True,3,2,10,1,1,5,17,5,65,545
546,formula_even,273,546,546,True,,,,2,2,6,18,6,66,546
547,formula_3_mod_4,137,149878,149878,True,,,,3,3,7,19,7,67,547
548,formula_even,274,548,548,True,,,,0,4,8,20,8,68,548
549,formula_divisible_by_3,183,1098,1098,True,,,,1,5,9,21,9,69,549
550,formula_even,275,550,550,True,,,,2,6,10,22,10,70,550
551,formula_3_mod_4,138,152076,152076,True,,,,3,7,11,23,11,71,551
552,formula_even,276,552,552,True,,,,0,0,0,0,12,72,552
553,general_key_d_7,140,38710,15484,True,7,8,20,1,1,1,1,13,73,553
554,formula_even,277,554,554,True,,,,2,2,2,2,14,74,554
555,formula_divisible_by_3,185,1110,1110,True,,,,3,3,3,3,15,75,555
556,formula_even,278,556,556,True,,,,0,4,4,4,16,76,556
557,general_key_d_3,140,155960,31192,True,3,2,10,1,5,5,5,17,77,557
558,formula_even,279,558,558,True,,,,2,6,6,6,18,78,558
559,formula_3_mod_4,140,156520,156520,True,,,,3,7,7,7,19,79,559
560,formula_even,280,560,560,True,,,,0,0,8,8,20,80,560
561,formula_divisible_by_3,187,1122,1122,True,,,,1,1,9,9,21,81,561
562,formula_even,281,562,562,True,,,,2,2,10,10,22,82,562
563,formula_3_mod_4,141,158766,158766,True,,,,3,3,11,11,23,83,563
564,formula_even,282,564,564,True,,,,0,4,0,12,24,84,564
565,general_key_d_3,142,160460,32092,True,3,2,10,1,5,1,13,25,85,565
566,formula_even,283,566,566,True,,,,2,6,2,14,26,86,566
567,formula_divisible_by_3,189,1134,1134,True,,,,3,7,3,15,27,87,567
568,formula_even,284,568,568,True,,,,0,0,4,16,28,88,568
569,general_key_d_3,143,325468,29588,True,3,1,11,1,1,5,17,29,89,569
570,formula_even,285,570,570,True,,,,2,2,6,18,30,90,570
571,formula_3_mod_4,143,163306,163306,True,,,,3,3,7,19,31,91,571
572,formula_even,286,572,572,True,,,,0,4,8,20,32,92,572
573,formula_divisible_by_3,191,1146,1146,True,,,,1,5,9,21,33,93,573
574,formula_even,287,574,574,True,,,,2,6,10,22,34,94,574
575,formula_3_mod_4,144,165600,165600,True,,,,3,7,11,23,35,95,575
576,formula_even,288,576,576,True,,,,0,0,0,0,36,96,576
577,general_key_d_3,145,167330,33466,True,3,2,10,1,1,1,1,37,97,577
578,formula_even,289,578,578,True,,,,2,2,2,2,38,98,578
579,formula_divisible_by_3,193,1158,1158,True,,,,3,3,3,3,39,99,579
580,formula_even,290,580,580,True,,,,0,4,4,4,40,100,580
581,general_key_d_3,146,84826,42413,True,3,4,8,1,5,5,5,41,101,581
582,formula_even,291,582,582,True,,,,2,6,6,6,42,102,582
583,formula_3_mod_4,146,170236,170236,True,,,,3,7,7,7,43,103,583
584,formula_even,292,584,584,True,,,,0,0,8,8,44,104,584
585,formula_divisible_by_3,195,1170,1170,True,,,,1,1,9,9,45,105,585
586,formula_even,293,586,586,True,,,,2,2,10,10,46,106,586
587,formula_3_mod_4,147,172578,172578,True,,,,3,3,11,11,47,107,587
588,formula_even,294,588,588,True,,,,0,4,0,12,48,108,588
589,general_key_d_3,148,87172,43586,True,3,4,8,1,5,1,13,49,109,589
590,formula_even,295,590,590,True,,,,2,6,2,14,50,110,590
591,formula_divisible_by_3,197,1182,1182,True,,,,3,7,3,15,51,111,591
592,formula_even,296,592,592,True,,,,0,0,4,16,52,112,592
593,general_key_d_7,150,118600,14232,True,7,3,25,1,1,5,17,53,113,593
594,formula_even,297,594,594,True,,,,2,2,6,18,54,114,594
595,formula_3_mod_4,149,177310,177310,True,,,,3,3,7,19,55,115,595
596,formula_even,298,596,596,True,,,,0,4,8,20,56,116,596
597,formula_divisible_by_3,199,1194,1194,True,,,,1,5,9,21,57,117,597
598,formula_even,299,598,598,True,,,,2,6,10,22,58,118,598
599,formula_3_mod_4,150,179700,179700,True,,,,3,7,11,23,59,119,599
600,formula_even,300,600,600,True,,,,0,0,0,0,0,0,600
601,general_key_d_15,154,92554,6611,True,15,4,56,1,1,1,1,1,1,601
602,formula_even,301,602,602,True,,,,2,2,2,2,2,2,602
603,formula_divisible_by_3,201,1206,1206,True,,,,3,3,3,3,3,3,603
604,formula_even,302,604,604,True,,,,0,4,4,4,4,4,604
605,general_key_d_3,152,367840,33440,True,3,1,11,1,5,5,5,5,5,605
606,formula_even,303,606,606,True,,,,2,6,6,6,6,6,606
607,formula_3_mod_4,152,184528,184528,True,,,,3,7,7,7,7,7,607
608,formula_even,304,608,608,True,,,,0,0,8,8,8,8,608
609,formula_divisible_by_3,203,1218,1218,True,,,,1,1,9,9,9,9,609
610,formula_even,305,610,610,True,,,,2,2,10,10,10,10,610
611,formula_3_mod_4,153,186966,186966,True,,,,3,3,11,11,11,11,611
612,formula_even,306,612,612,True,,,,0,4,0,12,12,12,612
613,general_key_d_3,154,377608,34328,True,3,1,11,1,5,1,13,13,13,613
614,formula_even,307,614,614,True,,,,2,6,2,14,14,14,614
615,formula_divisible_by_3,205,1230,1230,True,,,,3,7,3,15,15,15,615
616,formula_even,308,616,616,True,,,,0,0,4,16,16,16,616
617,general_key_d_3,155,191270,38254,True,3,2,10,1,1,5,17,17,17,617
618,formula_even,309,618,618,True,,,,2,2,6,18,18,18,618
619,formula_3_mod_4,155,191890,191890,True,,,,3,3,7,19,19,19,619
620,formula_even,310,620,620,True,,,,0,4,8,20,20,20,620
621,formula_divisible_by_3,207,1242,1242,True,,,,1,5,9,21,21,21,621
622,formula_even,311,622,622,True,,,,2,6,10,22,22,22,622
623,formula_3_mod_4,156,194376,194376,True,,,,3,7,11,23,23,23,623
624,formula_even,312,624,624,True,,,,0,0,0,0,24,24,624
625,general_key_d_3,157,196250,39250,True,3,2,10,1,1,1,1,25,25,625
626,formula_even,313,626,626,True,,,,2,2,2,2,26,26,626
627,formula_divisible_by_3,209,1254,1254,True,,,,3,3,3,3,27,27,627
628,formula_even,314,628,628,True,,,,0,4,4,4,28,28,628
629,general_key_d_3,158,99382,49691,True,3,4,8,1,5,5,5,29,29,629
630,formula_even,315,630,630,True,,,,2,6,6,6,30,30,630
631,formula_3_mod_4,158,199396,199396,True,,,,3,7,7,7,31,31,631
632,formula_even,316,632,632,True,,,,0,0,8,8,32,32,632
633,formula_divisible_by_3,211,1266,1266,True,,,,1,1,9,9,33,33,633
634,formula_even,317,634,634,True,,,,2,2,10,10,34,34,634
635,formula_3_mod_4,159,201930,201930,True,,,,3,3,11,11,35,35,635
636,formula_even,318,636,636,True,,,,0,4,0,12,36,36,636
637,general_key_d_3,160,203840,40768,True,3,2,10,1,5,1,13,37,37,637
638,formula_even,319,638,638,True,,,,2,6,2,14,38,38,638
639,formula_divisible_by_3,213,1278,1278,True,,,,3,7,3,15,39,39,639
640,formula_even,320,640,640,True,,,,0,0,4,16,40,40,640
641,general_key_d_7,162,415368,15384,True,7,1,27,1,1,5,17,41,41,641
642,formula_even,321,642,642,True,,,,2,2,6,18,42,42,642
643,formula_3_mod_4,161,207046,207046,True,,,,3,3,7,19,43,43,643
644,formula_even,322,644,644,True,,,,0,4,8,20,44,44,644
645,formula_divisible_by_3,215,1290,1290,True,,,,1,5,9,21,45,45,645
646,formula_even,323,646,646,True,,,,2,6,10,22,46,46,646
647,formula_3_mod_4,162,209628,209628,True,,,,3,7,11,23,47,47,647
648,formula_even,324,648,648,True,,,,0,0,0,0,48,48,648
649,general_key_d_3,163,423148,38468,True,3,1,11,1,1,1,1,49,49,649
650,formula_even,325,650,650,True,,,,2,2,2,2,50,50,650
651,formula_divisible_by_3,217,1302,1302,True,,,,3,3,3,3,51,51,651
652,formula_even,326,652,652,True,,,,0,4,4,4,52,52,652
653,general_key_d_3,164,107092,53546,True,3,4,8,1,5,5,5,53,53,653
654,formula_even,327,654,654,True,,,,2,6,6,6,54,54,654
655,formula_3_mod_4,164,214840,214840,True,,,,3,7,7,7,55,55,655
656,formula_even,328,656,656,True,,,,0,0,8,8,56,56,656
657,formula_divisible_by_3,219,1314,1314,True,,,,1,1,9,9,57,57,657
658,formula_even,329,658,658,True,,,,2,2,10,10,58,58,658
659,formula_3_mod_4,165,217470,217470,True,,,,3,3,11,11,59,59,659
660,formula_even,330,660,660,True,,,,0,4,0,12,0,60,660
661,general_key_d_3,166,109726,54863,True,3,4,8,1,5,1,13,1,61,661
662,formula_even,331,662,662,True,,,,2,6,2,14,2,62,662
663,formula_divisible_by_3,221,1326,1326,True,,,,3,7,3,15,3,63,663
664,formula_even,332,664,664,True,,,,0,0,4,16,4,64,664
665,general_key_d_3,167,222110,44422,True,3,2,10,1,1,5,17,5,65,665
666,formula_even,333,666,666,True,,,,2,2,6,18,6,66,666
667,formula_3_mod_4,167,222778,222778,True,,,,3,3,7,19,7,67,667
668,formula_even,334,668,668,True,,,,0,4,8,20,8,68,668
669,formula_divisible_by_3,223,1338,1338,True,,,,1,5,9,21,9,69,669
670,formula_even,335,670,670,True,,,,2,6,10,22,10,70,670
671,formula_3_mod_4,168,225456,225456,True,,,,3,7,11,23,11,71,671
672,formula_even,336,672,672,True,,,,0,0,0,0,12,72,672
673,general_key_d_7,170,57205,22882,True,7,8,20,1,1,1,1,13,73,673
674,formula_even,337,674,674,True,,,,2,2,2,2,14,74,674
675,formula_divisible_by_3,225,1350,1350,True,,,,3,3,3,3,15,75,675
676,formula_even,338,676,676,True,,,,0,4,4,4,16,76,676
677,general_key_d_3,170,230180,46036,True,3,2,10,1,5,5,5,17,77,677
678,formula_even,339,678,678,True,,,,2,6,6,6,18,78,678
679,formula_3_mod_4,170,230860,230860,True,,,,3,7,7,7,19,79,679
680,formula_even,340,680,680,True,,,,0,0,8,8,20,80,680
681,formula_divisible_by_3,227,1362,1362,True,,,,1,1,9,9,21,81,681
682,formula_even,341,682,682,True,,,,2,2,10,10,22,82,682
683,formula_3_mod_4,171,233586,233586,True,,,,3,3,11,11,23,83,683
684,formula_even,342,684,684,True,,,,0,4,0,12,24,84,684
685,general_key_d_3,172,235640,47128,True,3,2,10,1,5,1,13,25,85,685
686,formula_even,343,686,686,True,,,,2,6,2,14,26,86,686
687,formula_divisible_by_3,229,1374,1374,True,,,,3,7,3,15,27,87,687
688,formula_even,344,688,688,True,,,,0,0,4,16,28,88,688
689,general_key_d_7,174,239772,18444,True,7,2,26,1,1,5,17,29,89,689
690,formula_even,345,690,690,True,,,,2,2,6,18,30,90,690
691,formula_3_mod_4,173,239086,239086,True,,,,3,3,7,19,31,91,691
692,formula_even,346,692,692,True,,,,0,4,8,20,32,92,692
693,formula_divisible_by_3,231,1386,1386,True,,,,1,5,9,21,33,93,693
694,formula_even,347,694,694,True,,,,2,6,10,22,34,94,694
695,formula_3_mod_4,174,241860,241860,True,,,,3,7,11,23,35,95,695
696,formula_even,348,696,696,True,,,,0,0,0,0,36,96,696
697,general_key_d_3,175,243950,48790,True,3,2,10,1,1,1,1,37,97,697
698,formula_even,349,698,698,True,,,,2,2,2,2,38,98,698
699,formula_divisible_by_3,233,1398,1398,True,,,,3,3,3,3,39,99,699
700,formula_even,350,700,700,True,,,,0,4,4,4,40,100,700
701,general_key_d_3,176,493504,44864,True,3,1,11,1,5,5,5,41,101,701
702,formula_even,351,702,702,True,,,,2,6,6,6,42,102,702
703,formula_3_mod_4,176,247456,247456,True,,,,3,7,7,7,43,103,703
704,formula_even,352,704,704,True,,,,0,0,8,8,44,104,704
705,formula_divisible_by_3,235,1410,1410,True,,,,1,1,9,9,45,105,705
706,formula_even,353,706,706,True,,,,2,2,10,10,46,106,706
707,formula_3_mod_4,177,250278,250278,True,,,,3,3,11,11,47,107,707
708,formula_even,354,708,708,True,,,,0,4,0,12,48,108,708
709,general_key_d_3,178,126202,63101,True,3,4,8,1,5,1,13,49,109,709
710,formula_even,355,710,710,True,,,,2,6,2,14,50,110,710
711,formula_divisible_by_3,237,1422,1422,True,,,,3,7,3,15,51,111,711
712,formula_even,356,712,712,True,,,,0,0,4,16,52,112,712
713,general_key_d_7,180,128340,21390,True,7,4,24,1,1,5,17,53,113,713
714,formula_even,357,714,714,True,,,,2,2,6,18,54,114,714
715,formula_3_mod_4,179,255970,255970,True,,,,3,3,7,19,55,115,715
716,formula_even,358,716,716,True,,,,0,4,8,20,56,116,716
717,formula_divisible_by_3,239,1434,1434,True,,,,1,5,9,21,57,117,717
718,formula_even,359,718,718,True,,,,2,6,10,22,58,118,718
719,formula_3_mod_4,180,258840,258840,True,,,,3,7,11,23,59,119,719
720,formula_even,360,720,720,True,,,,0,0,0,0,0,0,720
721,general_key_d_7,182,262444,20188,True,7,2,26,1,1,1,1,1,1,721
722,formula_even,361,722,722,True,,,,2,2,2,2,2,2,722
723,formula_divisible_by_3,241,1446,1446,True,,,,3,3,3,3,3,3,723
724,formula_even,362,724,724,True,,,,0,4,4,4,4,4,724
725,general_key_d_3,182,263900,52780,True,3,2,10,1,5,5,5,5,5,725
726,formula_even,363,726,726,True,,,,2,6,6,6,6,6,726
727,formula_3_mod_4,182,264628,264628,True,,,,3,7,7,7,7,7,727
728,formula_even,364,728,728,True,,,,0,0,8,8,8,8,728
729,formula_divisible_by_3,243,1458,1458,True,,,,1,1,9,9,9,9,729
730,formula_even,365,730,730,True,,,,2,2,10,10,10,10,730
731,formula_3_mod_4,183,267546,267546,True,,,,3,3,11,11,11,11,731
732,formula_even,366,732,732,True,,,,0,4,0,12,12,12,732
733,general_key_d_3,184,134872,67436,True,3,4,8,1,5,1,13,13,13,733
734,formula_even,367,734,734,True,,,,2,6,2,14,14,14,734
735,formula_divisible_by_3,245,1470,1470,True,,,,3,7,3,15,15,15,735
736,formula_even,368,736,736,True,,,,0,0,4,16,16,16,736
737,general_key_d_3,185,545380,49580,True,3,1,11,1,1,5,17,17,17,737
738,formula_even,369,738,738,True,,,,2,2,6,18,18,18,738
739,formula_3_mod_4,185,273430,273430,True,,,,3,3,7,19,19,19,739
740,formula_even,370,740,740,True,,,,0,4,8,20,20,20,740
741,formula_divisible_by_3,247,1482,1482,True,,,,1,5,9,21,21,21,741
742,formula_even,371,742,742,True,,,,2,6,10,22,22,22,742
743,formula_3_mod_4,186,276396,276396,True,,,,3,7,11,23,23,23,743
744,formula_even,372,744,744,True,,,,0,0,0,0,24,24,744
745,general_key_d_3,187,557260,50660,True,3,1,11,1,1,1,1,25,25,745
746,formula_even,373,746,746,True,,,,2,2,2,2,26,26,746
747,formula_divisible_by_3,249,1494,1494,True,,,,3,3,3,3,27,27,747
748,formula_even,374,748,748,True,,,,0,4,4,4,28,28,748
749,general_key_d_3,188,140812,70406,True,3,4,8,1,5,5,5,29,29,749
750,formula_even,375,750,750,True,,,,2,6,6,6,30,30,750
751,formula_3_mod_4,188,282376,282376,True,,,,3,7,7,7,31,31,751
752,formula_even,376,752,752,True,,,,0,0,8,8,32,32,752
753,formula_divisible_by_3,251,1506,1506,True,,,,1,1,9,9,33,33,753
754,formula_even,377,754,754,True,,,,2,2,10,10,34,34,754
755,formula_3_mod_4,189,285390,285390,True,,,,3,3,11,11,35,35,755
756,formula_even,378,756,756,True,,,,0,4,0,12,36,36,756
757,general_key_d_3,190,287660,57532,True,3,2,10,1,5,1,13,37,37,757
758,formula_even,379,758,758,True,,,,2,6,2,14,38,38,758
759,formula_divisible_by_3,253,1518,1518,True,,,,3,7,3,15,39,39,759
760,formula_even,380,760,760,True,,,,0,0,4,16,40,40,760
761,general_key_d_7,192,146112,24352,True,7,4,24,1,1,5,17,41,41,761
762,formula_even,381,762,762,True,,,,2,2,6,18,42,42,762
763,formula_3_mod_4,191,291466,291466,True,,,,3,3,7,19,43,43,763
764,formula_even,382,764,764,True,,,,0,4,8,20,44,44,764
765,formula_divisible_by_3,255,1530,1530,True,,,,1,5,9,21,45,45,765
766,formula_even,383,766,766,True,,,,2,6,10,22,46,46,766
767,formula_3_mod_4,192,294528,294528,True,,,,3,7,11,23,47,47,767
768,formula_even,384,768,768,True,,,,0,0,0,0,48,48,768
769,general_key_d_11,195,119964,15380,True,11,5,39,1,1,1,1,49,49,769
770,formula_even,385,770,770,True,,,,2,2,2,2,50,50,770
771,formula_divisible_by_3,257,1542,1542,True,,,,3,3,3,3,51,51,771
772,formula_even,386,772,772,True,,,,0,4,4,4,52,52,772
773,general_key_d_3,194,149962,74981,True,3,4,8,1,5,5,5,53,53,773
774,formula_even,387,774,774,True,,,,2,6,6,6,54,54,774
775,formula_3_mod_4,194,300700,300700,True,,,,3,7,7,7,55,55,775
776,formula_even,388,776,776,True,,,,0,0,8,8,56,56,776
777,formula_divisible_by_3,259,1554,1554,True,,,,1,1,9,9,57,57,777
778,formula_even,389,778,778,True,,,,2,2,10,10,58,58,778
779,formula_3_mod_4,195,303810,303810,True,,,,3,3,11,11,59,59,779
780,formula_even,390,780,780,True,,,,0,4,0,12,0,60,780
781,general_key_d_3,196,612304,55664,True,3,1,11,1,5,1,13,1,61,781
