residue,method,d,a,b
2101,general_key_d_3,3,4,8
2102,formula_even,,,
2103,formula_divisible_by_3,,,
2104,formula_even,,,
2105,general_key_d_7,7,4,24
2106,formula_even,,,
2107,formula_3_mod_4,,,
2108,formula_even,,,
2109,formula_divisible_by_3,,,
2110,formula_even,,,
2111,formula_3_mod_4,,,
2112,formula_even,,,
2113,general_key_d_7,7,8,20
2114,formula_even,,,
2115,formula_divisible_by_3,,,
2116,formula_even,,,
2117,general_key_d_3,3,4,8
2118,formula_even,,,
2119,formula_3_mod_4,,,
2120,formula_even,,,
2121,formula_divisible_by_3,,,
2122,formula_even,,,
2123,formula_3_mod_4,,,
2124,formula_even,,,
2125,general_key_d_3,3,4,8
2126,formula_even,,,
2127,formula_divisible_by_3,,,
2128,formula_even,,,
2129,general_key_d_7,7,4,24
2130,formula_even,,,
2131,formula_3_mod_4,,,
2132,formula_even,,,
2133,formula_divisible_by_3,,,
2134,formula_even,,,
2135,formula_3_mod_4,,,
2136,formula_even,,,
2137,general_key_d_3,3,2,10
2138,formula_even,,,
2139,formula_divisible_by_3,,,
2140,formula_even,,,
2141,general_key_d_3,3,4,8
2142,formula_even,,,
2143,formula_3_mod_4,,,
2144,formula_even,,,
2145,formula_divisible_by_3,,,
2146,formula_even,,,
2147,formula_3_mod_4,,,
2148,formula_even,,,
2149,general_key_d_3,3,4,8
2150,formula_even,,,
2151,formula_divisible_by_3,,,
2152,formula_even,,,
2153,general_key_d_7,7,4,24
2154,formula_even,,,
2155,formula_3_mod_4,,,
2156,formula_even,,,
2157,formula_divisible_by_3,,,
2158,formula_even,,,
2159,formula_3_mod_4,,,
2160,formula_even,,,
2161,general_key_d_23,23,8,84
2162,formula_even,,,
2163,formula_divisible_by_3,,,
2164,formula_even,,,
2165,general_key_d_3,3,4,8
2166,formula_even,,,
2167,formula_3_mod_4,,,
2168,formula_even,,,
2169,formula_divisible_by_3,,,
2170,formula_even,,,
2171,formula_3_mod_4,,,
2172,formula_even,,,
2173,general_key_d_3,3,4,8
2174,formula_even,,,
2175,formula_divisible_by_3,,,
2176,formula_even,,,
2177,general_key_d_7,7,4,24
2178,formula_even,,,
2179,formula_3_mod_4,,,
2180,formula_even,,,
2181,formula_divisible_by_3,,,
2182,formula_even,,,
2183,formula_3_mod_4,,,
2184,formula_even,,,
2185,general_key_d_3,3,2,10
2186,formula_even,,,
2187,formula_divisible_by_3,,,
2188,formula_even,,,
2189,general_key_d_3,3,4,8
2190,formula_even,,,
2191,formula_3_mod_4,,,
2192,formula_even,,,
2193,formula_divisible_by_3,,,
2194,formula_even,,,
2195,formula_3_mod_4,,,
2196,formula_even,,,
2197,general_key_d_3,3,4,8
2198,formula_even,,,
2199,formula_divisible_by_3,,,
2200,formula_even,,,
2201,general_key_d_7,7,4,24
2202,formula_even,,,
2203,formula_3_mod_4,,,
2204,formula_even,,,
2205,formula_divisible_by_3,,,
2206,formula_even,,,
2207,formula_3_mod_4,,,
2208,formula_even,,,
2209,uncovered,,,
2210,formula_even,,,
2211,formula_divisible_by_3,,,
2212,formula_even,,,
2213,general_key_d_3,3,4,8
2214,formula_even,,,
2215,formula_3_mod_4,,,
2216,formula_even,,,
2217,formula_divisible_by_3,,,
2218,formula_even,,,
2219,formula_3_mod_4,,,
2220,formula_even,,,
2221,general_key_d_3,3,4,8
2222,formula_even,,,
2223,formula_divisible_by_3,,,
2224,formula_even,,,
2225,general_key_d_7,7,4,24
2226,formula_even,,,
2227,formula_3_mod_4,,,
2228,formula_even,,,
2229,formula_divisible_by_3,,,
2230,formula_even,,,
2231,formula_3_mod_4,,,
2232,formula_even,,,
2233,general_key_d_7,7,8,20
2234,formula_even,,,
2235,formula_divisible_by_3,,,
2236,formula_even,,,
2237,general_key_d_3,3,4,8
2238,formula_even,,,
2239,formula_3_mod_4,,,
2240,formula_even,,,
2241,formula_divisible_by_3,,,
2242,formula_even,,,
2243,formula_3_mod_4,,,
2244,formula_even,,,
2245,general_key_d_3,3,4,8
2246,formula_even,,,
2247,formula_divisible_by_3,,,
2248,formula_even,,,
2249,general_key_d_7,7,4,24
2250,formula_even,,,
2251,formula_3_mod_4,,,
2252,formula_even,,,
2253,formula_divisible_by_3,,,
2254,formula_even,,,
2255,formula_3_mod_4,,,
2256,formula_even,,,
2257,general_key_d_3,3,2,10
2258,formula_even,,,
2259,formula_divisible_by_3,,,
2260,formula_even,,,
2261,general_key_d_3,3,4,8
2262,formula_even,,,
2263,formula_3_mod_4,,,
2264,formula_even,,,
2265,formula_divisible_by_3,,,
2266,formula_even,,,
2267,formula_3_mod_4,,,
2268,formula_even,,,
2269,general_key_d_3,3,4,8
2270,formula_even,,,
2271,formula_divisible_by_3,,,
2272,formula_even,,,
2273,general_key_d_7,7,4,24
2274,formula_even,,,
2275,formula_3_mod_4,,,
2276,formula_even,,,
2277,formula_divisible_by_3,,,
2278,formula_even,,,
2279,formula_3_mod_4,,,
2280,formula_even,,,
2281,general_key_d_15,15,4,56
2282,formula_even,,,
2283,formula_divisible_by_3,,,
2284,formula_even,,,
2285,general_key_d_3,3,4,8
2286,formula_even,,,
2287,formula_3_mod_4,,,
2288,formula_even,,,
2289,formula_divisible_by_3,,,
2290,formula_even,,,
2291,formula_3_mod_4,,,
2292,formula_even,,,
2293,general_key_d_3,3,4,8
2294,formula_even,,,
2295,formula_divisible_by_3,,,
2296,formula_even,,,
2297,general_key_d_7,7,4,24
2298,formula_even,,,
2299,formula_3_mod_4,,,
2300,formula_even,,,
2301,formula_divisible_by_3,,,
2302,formula_even,,,
2303,formula_3_mod_4,,,
2304,formula_even,,,
2305,general_key_d_3,3,2,10
2306,formula_even,,,
2307,formula_divisible_by_3,,,
2308,formula_even,,,
2309,general_key_d_3,3,4,8
2310,formula_even,,,
2311,formula_3_mod_4,,,
2312,formula_even,,,
2313,formula_divisible_by_3,,,
2314,formula_even,,,
2315,formula_3_mod_4,,,
2316,formula_even,,,
2317,general_key_d_3,3,4,8
2318,formula_even,,,
2319,formula_divisible_by_3,,,
2320,formula_even,,,
2321,general_key_d_7,7,4,24
2322,formula_even,,,
2323,formula_3_mod_4,,,
2324,formula_even,,,
2325,formula_divisible_by_3,,,
2326,formula_even,,,
2327,formula_3_mod_4,,,
2328,formula_even,,,
2329,general_key_d_23,23,8,84
2330,formula_even,,,
2331,formula_divisible_by_3,,,
2332,formula_even,,,
2333,general_key_d_3,3,4,8
2334,formula_even,,,
2335,formula_3_mod_4,,,
2336,formula_even,,,
2337,formula_divisible_by_3,,,
2338,formula_even,,,
2339,formula_3_mod_4,,,
2340,formula_even,,,
2341,general_key_d_3,3,4,8
2342,formula_even,,,
2343,formula_divisible_by_3,,,
2344,formula_even,,,
2345,general_key_d_7,7,4,24
2346,formula_even,,,
2347,formula_3_mod_4,,,
2348,formula_even,,,
2349,formula_divisible_by_3,,,
2350,formula_even,,,
2351,formula_3_mod_4,,,
2352,formula_even,,,
2353,general_key_d_7,7,8,20
2354,formula_even,,,
2355,formula_divisible_by_3,,,
2356,formula_even,,,
2357,general_key_d_3,3,4,8
2358,formula_even,,,
2359,formula_3_mod_4,,,
2360,formula_even,,,
2361,formula_divisible_by_3,,,
2362,formula_even,,,
2363,formula_3_mod_4,,,
2364,formula_even,,,
2365,general_key_d_3,3,4,8
2366,formula_even,,,
2367,formula_divisible_by_3,,,
2368,formula_even,,,
2369,general_key_d_7,7,4,24
2370,formula_even,,,
2371,formula_3_mod_4,,,
2372,formula_even,,,
2373,formula_divisible_by_3,,,
2374,formula_even,,,
2375,formula_3_mod_4,,,
2376,formula_even,,,
2377,general_key_d_3,3,2,10
2378,formula_even,,,
2379,formula_divisible_by_3,,,
2380,formula_even,,,
2381,general_key_d_3,3,4,8
2382,formula_even,,,
2383,formula_3_mod_4,,,
2384,formula_even,,,
2385,formula_divisible_by_3,,,
2386,formula_even,,,
2387,formula_3_mod_4,,,
2388,formula_even,,,
2389,general_key_d_3,3,4,8
2390,formula_even,,,
2391,formula_divisible_by_3,,,
2392,formula_even,,,
2393,general_key_d_7,7,4,24
2394,formula_even,,,
2395,formula_3_mod_4,,,
2396,formula_even,,,
2397,formula_divisible_by_3,,,
2398,formula_even,,,
2399,formula_3_mod_4,,,
2400,formula_even,,,
2401,general_key_d_11,11,2,42
2402,formula_even,,,
2403,formula_divisible_by_3,,,
2404,formula_even,,,
2405,general_key_d_3,3,4,8
2406,formula_even,,,
2407,formula_3_mod_4,,,
2408,formula_even,,,
2409,formula_divisible_by_3,,,
2410,formula_even,,,
2411,formula_3_mod_4,,,
2412,formula_even,,,
2413,general_key_d_3,3,4,8
2414,formula_even,,,
2415,formula_divisible_by_3,,,
2416,formula_even,,,
2417,general_key_d_7,7,4,24
2418,formula_even,,,
2419,formula_3_mod_4,,,
2420,formula_even,,,
2421,formula_divisible_by_3,,,
2422,formula_even,,,
2423,formula_3_mod_4,,,
2424,formula_even,,,
2425,general_key_d_3,3,2,10
2426,formula_even,,,
2427,formula_divisible_by_3,,,
2428,formula_even,,,
2429,general_key_d_3,3,4,8
2430,formula_even,,,
2431,formula_3_mod_4,,,
2432,formula_even,,,
2433,formula_divisible_by_3,,,
2434,formula_even,,,
2435,formula_3_mod_4,,,
2436,formula_even,,,
2437,general_key_d_3,3,4,8
2438,formula_even,,,
2439,formula_divisible_by_3,,,
2440,formula_even,,,
2441,general_key_d_7,7,4,24
2442,formula_even,,,
2443,formula_3_mod_4,,,
2444,formula_even,,,
2445,formula_divisible_by_3,,,
2446,formula_even,,,
2447,formula_3_mod_4,,,
2448,formula_even,,,
2449,general_key_d_15,15,4,56
2450,formula_even,,,
2451,formula_divisible_by_3,,,
2452,formula_even,,,
2453,general_key_d_3,3,4,8
2454,formula_even,,,
2455,formula_3_mod_4,,,
2456,formula_even,,,
2457,formula_divisible_by_3,,,
2458,formula_even,,,
2459,formula_3_mod_4,,,
2460,formula_even,,,
2461,general_key_d_3,3,4,8
2462,formula_even,,,
2463,formula_divisible_by_3,,,
2464,formula_even,,,
2465,general_key_d_7,7,4,24
2466,formula_even,,,
2467,formula_3_mod_4,,,
2468,formula_even,,,
2469,formula_divisible_by_3,,,
2470,formula_even,,,
2471,formula_3_mod_4,,,
2472,formula_even,,,
2473,general_key_d_7,7,8,20
2474,formula_even,,,
2475,formula_divisible_by_3,,,
2476,formula_even,,,
2477,general_key_d_3,3,4,8
2478,formula_even,,,
2479,formula_3_mod_4,,,
2480,formula_even,,,
2481,formula_divisible_by_3,,,
2482,formula_even,,,
2483,formula_3_mod_4,,,
2484,formula_even,,,
2485,general_key_d_3,3,4,8
2486,formula_even,,,
2487,formula_divisible_by_3,,,
2488,formula_even,,,
2489,general_key_d_7,7,4,24
2490,formula_even,,,
2491,formula_3_mod_4,,,
2492,formula_even,,,
2493,formula_divisible_by_3,,,
2494,formula_even,,,
2495,formula_3_mod_4,,,
2496,formula_even,,,
2497,general_key_d_3,3,2,10
2498,formula_even,,,
2499,formula_divisible_by_3,,,
2500,formula_even,,,
2501,general_key_d_3,3,4,8
2502,formula_even,,,
2503,formula_3_mod_4,,,
2504,formula_even,,,
2505,formula_divisible_by_3,,,
2506,formula_even,,,
2507,formula_3_mod_4,,,
2508,formula_even,,,
2509,general_key_d_3,3,4,8
2510,formula_even,,,
2511,formula_divisible_by_3,,,
2512,formula_even,,,
2513,general_key_d_7,7,4,24
2514,formula_even,,,
2515,formula_3_mod_4,,,
2516,formula_even,,,
2517,formula_divisible_by_3,,,
2518,formula_even,,,
2519,formula_3_mod_4,,,
